"RelPath","Ext","SizeBytes","Sha256","Title"
"TEST_SUMMARY_FINAL.md",".md","7151","50C6DA3831218425FA6A3B176680A34419DD6BC891709C08B0CD535CE4A355FA","📊 Resultados Finales - Validación Exhaustiva TicketsAPI"
"TESTING_GUIDE_FASE_0.md",".md","8107","FCDE1F452D91DAE571194639F25EC6801C822D59B9376DC03527F3409456C4D6","🧪 GUÍA DE TESTING - FASE 0"
"TESTING_SUMMARY.md",".md","4113","EB5A7884DFCA0A0024F4B78A8D972473098C44158555470EBDC6E1B6696B7BA2","Resumen de Pruebas - TicketsAPI"
"TicketsAPI.Tests\bin\Debug\net6.0\appsettings.Development.json",".json","493","D240221ECDD5F8FB08A75F554106C63811A912898A9B64A4DBD2C7ED6E4CABE4",""
"TicketsAPI.Tests\bin\Debug\net6.0\appsettings.json",".json","1853","7A3BB543FE9293BCCB1433D11E6B15169D4BCC4EA2ABB2E4FA26CE49818011CC",""
"TicketsAPI.Tests\bin\Debug\net6.0\DB_AUDIT.json",".json","73194","EE6579C4CF76A7F1729A7E1E1BD5987DD509E926B5704D5EE748CC540E456426",""
"TicketsAPI.Tests\bin\Debug\net6.0\MvcTestingAppManifest.json",".json","138","6B4BDE2EB92ABB5E3A6F6F237406E26F44AB03121008138547994BE1BD4D15E4",""
"TicketsAPI.Tests\bin\Debug\net6.0\TicketsAPI.deps.json",".json","57830","B4E7294FA5804B102E737C439154CA5B3C3535493B7C03A24D5F4207D3C3C2A5",""
"TicketsAPI.Tests\bin\Debug\net6.0\TicketsAPI.runtimeconfig.json",".json","416","0FE6D8C75342D68C608238B82FD8EF46F694256B96B28480236B670A8BEB2DD8",""
"TicketsAPI.Tests\bin\Debug\net6.0\TicketsAPI.staticwebassets.endpoints.json",".json","51","EB6525C892AFDA953A2560F151F9C5E5BC6E79EF6741D886488AC450262C91E3",""
"TicketsAPI.Tests\bin\Debug\net6.0\TicketsAPI.Tests.deps.json",".json","259283","0BD7EBEA72D90C722561B2D6C5DDEDF0BDA8CBB47DC62D61DDDFE765BDA00824",""
"TicketsAPI.Tests\bin\Debug\net6.0\TicketsAPI.Tests.runtimeconfig.json",".json","262","6680364E76A308EFA8EA237F278B9A09D5216F81EB13C5DF19D64AC8E7B80487",""
"TicketsAPI.Tests\obj\Debug\net6.0\MvcTestingAppManifest.json",".json","138","6B4BDE2EB92ABB5E3A6F6F237406E26F44AB03121008138547994BE1BD4D15E4",""
"TicketsAPI.Tests\obj\Debug\net6.0\TicketsAPI.Tests.csproj.FileListAbsolute.txt",".txt","54154","AD886ED28EA4DA79B438F24B29C0A900B518DAD0A16EBEFA06C5AF73022A8CCB",""
"TicketsAPI.Tests\obj\Debug\net6.0\TicketsAPI.Tests.sourcelink.json",".json","168","7CBC2C0A387E5EFACB316A0CD878B0AB3DD1BA1D4E5140B744946272066F862E",""
"TicketsAPI.Tests\obj\project.assets.json",".json","445255","1997171FB63DF9265E3B731C27D14B552DB1994626D656C55E5A7E9B640F2737",""
"TicketsAPI.Tests\obj\TicketsAPI.Tests.csproj.nuget.dgspec.json",".json","8838","7AF932067C8F1F5855643C464913F2A451F45E207E1F76EC4BEDF9C6B88A2F08",""
"TicketsAPI\appsettings.Development.json",".json","493","D240221ECDD5F8FB08A75F554106C63811A912898A9B64A4DBD2C7ED6E4CABE4",""
"TicketsAPI\appsettings.json",".json","1853","7A3BB543FE9293BCCB1433D11E6B15169D4BCC4EA2ABB2E4FA26CE49818011CC",""
"TicketsAPI\bin\Debug\net6.0\appsettings.Development.json",".json","493","D240221ECDD5F8FB08A75F554106C63811A912898A9B64A4DBD2C7ED6E4CABE4",""
"TicketsAPI\bin\Debug\net6.0\appsettings.json",".json","1853","7A3BB543FE9293BCCB1433D11E6B15169D4BCC4EA2ABB2E4FA26CE49818011CC",""
"TicketsAPI\bin\Debug\net6.0\DB_AUDIT.json",".json","73194","EE6579C4CF76A7F1729A7E1E1BD5987DD509E926B5704D5EE748CC540E456426",""
"TicketsAPI\bin\Debug\net6.0\TicketsAPI.deps.json",".json","59485","90DC3B5610479A736BEF6C2B97613D84B16819308CE49EE3645E583110AF1ACF",""
"TicketsAPI\bin\Debug\net6.0\TicketsAPI.runtimeconfig.json",".json","416","0FE6D8C75342D68C608238B82FD8EF46F694256B96B28480236B670A8BEB2DD8",""
"TicketsAPI\bin\Debug\net6.0\TicketsAPI.staticwebassets.endpoints.json",".json","51","EB6525C892AFDA953A2560F151F9C5E5BC6E79EF6741D886488AC450262C91E3",""
"TicketsAPI\bin\Release\net6.0\appsettings.Development.json",".json","493","D240221ECDD5F8FB08A75F554106C63811A912898A9B64A4DBD2C7ED6E4CABE4",""
"TicketsAPI\bin\Release\net6.0\appsettings.json",".json","1853","7A3BB543FE9293BCCB1433D11E6B15169D4BCC4EA2ABB2E4FA26CE49818011CC",""
"TicketsAPI\bin\Release\net6.0\DB_AUDIT.json",".json","73194","EE6579C4CF76A7F1729A7E1E1BD5987DD509E926B5704D5EE748CC540E456426",""
"TicketsAPI\bin\Release\net6.0\TicketsAPI.deps.json",".json","57830","B4E7294FA5804B102E737C439154CA5B3C3535493B7C03A24D5F4207D3C3C2A5",""
"TicketsAPI\bin\Release\net6.0\TicketsAPI.runtimeconfig.json",".json","488","0849B0AF8362E17F7716209E410A84D56F05C6DC8BAE36C42109C346535E9BFF",""
"TicketsAPI\bin\Release\net6.0\TicketsAPI.staticwebassets.endpoints.json",".json","51","EB6525C892AFDA953A2560F151F9C5E5BC6E79EF6741D886488AC450262C91E3",""
"TicketsAPI\DB_AUDIT.json",".json","73194","EE6579C4CF76A7F1729A7E1E1BD5987DD509E926B5704D5EE748CC540E456426",""
"TicketsAPI\logs\tickets-api-20251209.txt",".txt","50304","EDA50DCBB1546E682CA3BC977F4EDB559CFDF7ABF171F714DB17F5D8C301F5CA",""
"TicketsAPI\logs\tickets-api-20251210.txt",".txt","242145","9AEE8DD3F62E8A00DD58DFFD83C9F5A8D0C0D32089491FF39F54D8C46E4C1E5B",""
"TicketsAPI\logs\tickets-api-20251216_001.txt",".txt","35769","39EE5904E012DF5965F570B740ABE38E8DA825491228EB05E2AB63363D1CF0D1",""
"TicketsAPI\logs\tickets-api-20251216.txt",".txt","716139","E3C884F060635171B731DCED9E3F50F2F3762E9F7FE2F2156AAF5BEE6E145362",""
"TicketsAPI\logs\tickets-api-20251223_001.txt",".txt","213822","4D9DDDCDB010139E37DEF60A1EB93EE3EB23E3419BD787ACA38E55ECC469AFD3",""
"TicketsAPI\logs\tickets-api-20251223.txt",".txt","83908","4AE95573A8D5A4FBE729D00FA8F8ADFA16FDBB79994E1ACA79B39EE6625462ED",""
"TicketsAPI\logs\tickets-api-20251230.txt",".txt","37226","57D90D7DDA5558DF2E3C56FF15CA56F2B5C01CED838CA5BB152D0CA98A7D578C",""
"TicketsAPI\logs\tickets-api-20260123_001.txt",".txt","765410","36A44DE9DEAD619462F06C08F4679A45176C6070674BDFA4629A8EFD38215034",""
"TicketsAPI\logs\tickets-api-20260123.txt",".txt","205413","E56658C760758E522411BBFA08566B852FF26D5A318FDCA2BAE5994669561554",""
"TicketsAPI\logs\tickets-api-20260127_001.txt",".txt","1348396","DA7D465F2089BB4FBB1B99B506C75834FE849689FC735732DB67E3E863096D77",""
"TicketsAPI\logs\tickets-api-20260127_002.txt",".txt","1496561","5106963D3BC63DAB1DAD2887C341610400E40457B379800BABA49BF7E2F27F6B",""
"TicketsAPI\logs\tickets-api-20260127.txt",".txt","1694406","C9EE9B5784CADECBC1CAFE8218DFA5ADF7C23DA515E9F0938843E66A847FD7C5",""
"TicketsAPI\logs\tickets-api-20260130.txt",".txt","43387","1C746820B0361DEDAF2DD1A474EA84761168454962DE7330D53688AFD2ACFCEA",""
"TicketsAPI\obj\Debug\net6.0\rjsmcshtml.dswa.cache.json",".json","1057","35F425C52E9CE3973808C4ADEF1DCCD36C8E2DED425211BC2BB8A95118EA9145",""
"TicketsAPI\obj\Debug\net6.0\rjsmrazor.dswa.cache.json",".json","1057","1227CEFF69D2D9CB8C94018C37C3CCCB18F1872E489FC7033B120557AF751230",""
"TicketsAPI\obj\Debug\net6.0\rpswa.dswa.cache.json",".json","426","2EF7EDBF6D142CEEE058D8E8B95969E96ABFA7F402ADAA5D4259684EDA2B05E0",""
"TicketsAPI\obj\Debug\net6.0\staticwebassets.build.endpoints.json",".json","51","EB6525C892AFDA953A2560F151F9C5E5BC6E79EF6741D886488AC450262C91E3",""
"TicketsAPI\obj\Debug\net6.0\staticwebassets.build.json",".json","249","48293B431EAB6F5C3A1C04C33E9733F36A701ED969C70CE87E6D2FE58A2E67EB",""
"TicketsAPI\obj\Debug\net6.0\TicketsAPI.csproj.FileListAbsolute.txt",".txt","9471","76C7AB113445D8421E047105BD27B20CEA8FE94B6AA240FB63902F3A9400C534",""
"TicketsAPI\obj\Debug\net6.0\TicketsAPI.sourcelink.json",".json","168","7CBC2C0A387E5EFACB316A0CD878B0AB3DD1BA1D4E5140B744946272066F862E",""
"TicketsAPI\obj\project.assets.json",".json","164705","2D18B06A570DABDE55C770057CF6E7159C7B1820CD9E18A90570DA9321D91AB8",""
"TicketsAPI\obj\Release\net6.0\rjsmcshtml.dswa.cache.json",".json","1057","8294C23B4CE3365E7111CD2D778A13FCE89DA3C8288DD19302DCADAF52DA46C8",""
"TicketsAPI\obj\Release\net6.0\rjsmrazor.dswa.cache.json",".json","1057","C5706CD681624ADEAD5E4A18AEB6B67B27082321440865BBB4B36155D106C898",""
"TicketsAPI\obj\Release\net6.0\rpswa.dswa.cache.json",".json","426","2EF7EDBF6D142CEEE058D8E8B95969E96ABFA7F402ADAA5D4259684EDA2B05E0",""
"TicketsAPI\obj\Release\net6.0\staticwebassets.build.endpoints.json",".json","51","EB6525C892AFDA953A2560F151F9C5E5BC6E79EF6741D886488AC450262C91E3",""
"TicketsAPI\obj\Release\net6.0\staticwebassets.build.json",".json","249","48293B431EAB6F5C3A1C04C33E9733F36A701ED969C70CE87E6D2FE58A2E67EB",""
"TicketsAPI\obj\Release\net6.0\TicketsAPI.csproj.FileListAbsolute.txt",".txt","9422","7AFE1E9D5EFED9968BB36E05097E128077E1D19B90C27CC1DA6AA003938B5478",""
"TicketsAPI\obj\Release\net6.0\TicketsAPI.sourcelink.json",".json","168","7CBC2C0A387E5EFACB316A0CD878B0AB3DD1BA1D4E5140B744946272066F862E",""
"TicketsAPI\obj\TicketsAPI.csproj.nuget.dgspec.json",".json","5210","E32EB26B5AAAA98E9EA623ED5F292A572A4DF21916DAD16BFAC945260BF5FC9C",""
